Title,Stars,Reviewers,Cost,Page Count,Levels 1-4,Levels 5-10,Levels 11-16,Levels 17+
Crosstown Couriers (Fantasy Grounds),-1.0,0,3.95,-1,0,1,0,0
Voyage of the Dog-Treader,-1.0,0,3.99,12,0,0,0,0
Woe of the Wood,-1.0,0,2.0,23,0,0,0,0
Dungeon #169 (4e),-1.0,0,4.99,-1,0,1,0,0
Descendents of Dolor,-1.0,0,9.99,107,0,0,1,1
Den of Horrors,5.0,2,0.0,10,1,0,0,0
"Koboldzie wzgórze, przygoda dla nowych graczy oraz mistrzów podziemi",5.0,2,0.0,13,1,0,0,0
Web of Terror,3.0,1,0.0,9,0,1,0,0
The Goblin Cavern,3.0,1,0.0,1,0,0,0,0
The Treacherous Tomb of Professor Arthur Blasingim,-1.0,0,4.0,8,0,0,0,0
Grapthar's Magic Items - Sampler Pack - DnD5e,5.0,1,0.5,10,1,0,0,0
Bingo's Fun House,-1.0,0,0.0,5,0,0,0,0
Gravewind,-1.0,0,7.99,18,0,1,0,0
Necroshrooms,2.0,1,1.0,4,0,0,0,0
El Hada y El Mago,5.0,1,1.99,13,1,0,0,0
Above the Mines of Mirabar,4.4,19,0.0,37,0,1,0,0
Unsettled Ground (Fantasy Grounds),-1.0,0,3.99,-1,1,0,0,0
Trouble at Hayton v2,3.6,5,0.0,18,1,0,0,0
Dungeon #157 (4e),4.0,1,4.99,-1,1,1,0,0
Skuggasöngvar,5.0,1,2.99,11,1,0,0,0
The Monster in the Mine,2.0,1,4.99,2,0,1,0,0
Rust King's Arena,-1.0,0,0.0,7,0,0,0,0
The Necromancers lair,-1.0,0,0.0,-1,0,0,0,0
5e Encounter - The Wild Runt,-1.0,0,0.0,3,0,0,0,0
Battle Dice!,-1.0,0,0.0,1,0,0,0,0
The Pillar of Thunder Part 02: A Mega-Dungeon,5.0,2,0.0,-1,0,1,0,0
Pack Tactics,3.0,1,0.0,24,1,0,0,0
"Way of the Mononoke, a Monastic Tradition",5.0,1,1.99,2,0,0,0,0
Oseric's Adventures: The Secrets of Boartusk Valley,-1.0,0,9.99,18,0,0,1,0
The Witchfinders of Las Salmadas (A level 3-4 adventure featuring Cambions),-1.0,0,0.0,1,1,0,0,0
A God Must Be Crazy,-1.0,0,0.99,38,0,0,0,0
Mayhem at the Knight's Inn,-1.0,0,0.0,7,0,0,0,0
Kromvel: Insanity and Courage,-1.0,0,0.0,25,0,1,0,0
The Great Voyage,-1.0,0,3.99,18,1,0,0,0
The Lair of Famax,2.5,2,0.0,11,1,0,0,0
Mother to Be,-1.0,0,0.0,11,1,0,0,0
The Lion and The Blades.,-1.0,0,2.0,17,1,0,0,0
Lost & Foundry – T1 Adventure,-1.0,0,6.99,37,1,0,0,0
Trouble In Harzold,-1.0,0,2.99,11,1,0,0,0
The Crypt of Opravius,5.0,1,0.0,7,1,0,0,0
A Figure in the Shadows,-1.0,0,0.0,74,1,0,0,0
The Ghost of Harrow Hill Conversion,-1.0,0,0.0,-1,1,0,0,0
Adventure Bundle 2017,4.3,3,0.0,-1,0,0,0,0
"Cold Within, Cold Without",-1.0,0,0.0,7,1,0,0,0
Dragon Orb Zed,1.0,1,0.0,12,0,1,0,0
Lair of the Flame Revenant 5E (V2),-1.0,0,0.0,5,0,0,0,0
Crier Beware,4.0,3,0.0,3,1,1,0,0
Za'Krill's Crossing,5.0,1,0.0,7,0,0,0,0
The Dancing Demon And The Village Of Furlaze,-1.0,0,0.0,5,0,0,0,0
"Serak's Adventure Manual, Vol I",5.0,1,0.99,7,1,1,1,0
Werewolf - A Dungeons and Dragons Adventure,-1.0,0,0.0,20,0,0,0,0
Curse of the Kelpie,-1.0,0,2.0,17,1,0,0,0
Oaks Mall,-1.0,0,1.95,32,0,0,0,0
Trouble at the Lumber Yard,-1.0,0,0.0,4,1,0,0,0
Saving a Sap,-1.0,0,4.99,4,0,0,0,0
Encounter with Animated Armor,-1.0,0,0.99,6,1,0,0,0
Rainbow Delights in the Swamp of Frights,-1.0,0,0.0,26,1,1,1,0
Enigma Paradox Monthly Map Pack: Continent of Antares (Colour),-1.0,0,0.0,15,0,0,0,0
Wilderness Rescue,-1.0,0,2.95,26,0,1,0,0
"Jasper's Journal: Giragit, Chameleon Humanoids",5.0,1,0.0,4,0,0,0,0
Echo Island,-1.0,0,0.0,10,1,0,0,0
The Blood Moon and The Choice of Two,3.0,1,0.0,12,0,1,1,0
The Hunter in the River,-1.0,0,0.0,12,1,1,0,0
Death Needs a Holiday,-1.0,0,1.0,9,0,0,0,0
Daily Adventure Map 001,4.3,3,0.0,-1,0,0,0,0
To Hell We Go,-1.0,0,0.99,11,0,1,0,0
Owlbears: Fearsome Foe or Fierce Friend?,-1.0,0,0.0,19,1,0,0,0
"Squirrels, Goblins, Liches; Oh My",3.0,1,0.0,13,0,0,0,0
Till Dawn's Light,3.5,2,0.0,11,0,0,0,0
The Blood Moon Hallowed Ground,5.0,2,0.0,11,1,1,0,0
Falling Leaves: An Encounter Cheat Sheet,5.0,1,0.0,2,0,0,0,0
The Sugarthane's Sanctum (1-3),5.0,2,2.0,20,1,0,0,0
Driftmote,-1.0,0,1.99,4,0,1,0,0
Bleakridge Bay: The Iron Jaws Legion,-1.0,0,0.0,48,0,1,0,0
Cliffside Encounter,3.3,3,0.0,1,0,0,0,0
Dryden's Hunters,-1.0,0,5.0,27,0,0,0,0
The Greenscale Adventurer's Academy: Chapter 1,-1.0,0,0.0,13,1,0,0,0
Orcs - Mind your Head (A Caves of Chaos Prequel),-1.0,0,4.99,20,1,0,0,0
Scarlet Beasts of Loviatar,-1.0,0,0.0,13,1,0,0,0
Nöðrudans,-1.0,0,3.99,10,1,1,0,0
Peril On The Silver Path,-1.0,0,5.0,28,1,0,0,0
Plight of the Alterbaum Tree,-1.0,0,0.0,20,1,0,0,0
The Silence of Eastpoint (5e),5.0,1,0.0,5,0,1,0,0
The music box saga: The Red,4.8,4,0.0,7,1,0,0,0
Dungeon #166 (4e),-1.0,0,4.99,-1,1,1,0,0
The Poltergeist of Velna Stop Inn,-1.0,0,0.0,77,1,0,0,0
Door of Lost Souls,4.5,2,0.0,-1,0,0,0,0
Siren's Call,4.0,1,0.0,-1,0,0,0,0
Wearers of Flesh,3.0,1,0.0,32,1,0,0,0
Dungeon #161 (4e),-1.0,0,4.99,-1,1,1,0,0
"Dungeon Magazine Annual, Vol. 1 (4e)",4.0,3,14.99,-1,1,1,1,0
Ferrywell's Deep Oak Tavern and Festhall,-1.0,0,0.0,8,0,0,0,0
"The Wrath Drum, Book 1, The Aboleth's Pearl",-1.0,0,2.5,54,1,0,0,0
DM Ruins Book With form fillable,5.0,1,0.0,8,0,0,0,0
New Neighbors,-1.0,0,0.0,16,1,0,0,0
Escelions Contained Cataclysm,4.0,1,0.0,13,0,0,0,0
Gloria's Gambit: Dungeon Edition,5.0,1,5.95,38,0,0,0,0
Iron Refuge (Fantasy Grounds),-1.0,0,4.99,-1,1,0,0,0
See Us Dream Every Tale True,5.0,1,0.0,9,0,1,0,0
Voice of Vitriol,-1.0,0,1.5,11,0,0,0,0
RU05: The Ruins of Undermountain - The Western Reaches and Environments,-1.0,0,6.99,86,1,1,1,0
Loosing Patients,-1.0,0,0.0,24,0,0,0,0
The Lost Hammer of Brew VTT,5.0,1,3.0,-1,1,0,0,0
Story Awards Labels - Season 1,-1.0,0,0.0,-1,0,0,0,0
The Skittering,-1.0,0,0.0,9,0,0,0,0
Seawave Ruins,4.0,2,0.0,14,0,1,0,0
LHoR - Kiss of the Viper: Chapter 5,-1.0,0,5.95,42,0,1,0,0
Barkaf and Balancing Point,-1.0,0,0.0,13,1,0,0,0
Personaggi Pregenerati per La Seconda Alba Nera,4.9,7,0.0,-1,0,0,0,0
Return to the Temple of Elemental Evil 5E Conversion (part 3),-1.0,0,2.5,20,0,0,1,0
The Mystery of Howl's Peak,-1.0,0,3.99,11,1,0,0,0
Lost Treasures of the Kornelia,3.0,3,0.0,27,0,0,0,0
Grohls Hammer,5.0,1,0.0,12,1,0,0,0
Dungeon #183 (4e),-1.0,0,4.99,-1,0,0,0,0
Temple of Pazai,-1.0,0,4.99,16,0,0,0,0
The Well of Blue Slime,-1.0,0,3.99,6,1,0,0,0
"Town Hall Festival, with stage",-1.0,0,0.0,1,1,1,0,0
Now that's a kick!,5.0,1,0.0,21,1,0,0,0
No Bones About It,-1.0,0,5.0,25,0,1,0,0
Trial By Fire,-1.0,0,5.0,27,0,1,0,0
Token's Rock,-1.0,0,5.97,19,1,1,1,0
The Iceberg Escapade,5.0,1,0.0,67,1,0,0,0
A Casa de Usher,-1.0,0,4.95,30,1,0,0,0
The Witch's Revel,-1.0,0,4.99,5,0,0,0,0
Dungeon #163 (4e),-1.0,0,4.99,-1,1,1,0,0
Dungeon #164 (4e),4.0,1,4.99,-1,1,1,0,0
Dark Tunnels,-1.0,0,0.0,7,1,0,0,0
Heroes of Grandalton 3: Seeds of Doom,5.0,1,0.0,6,1,0,0,0
The Heirloom,4.4,5,0.0,-1,1,0,0,0
In Search of Dragonbait,-1.0,0,0.99,18,0,1,0,0
The Search For The Heir of Nolbeez,5.0,1,0.0,-1,1,0,0,0
Brave the Necropolis,-1.0,0,10.0,20,0,0,0,0
The well being,-1.0,0,3.0,39,1,0,0,0
Tath the Deceiver - Random Event Level 6-8,-1.0,0,1.0,-1,0,0,0,0
As Catacumbas de Johny Aban,-1.0,0,0.5,7,0,0,0,0
The Eerie Christmas Elves,-1.0,0,4.99,14,0,1,0,0
The Sickened Silver,-1.0,0,0.0,10,1,1,0,0
TGA-GMG-03 The Great Haunting,-1.0,0,2.99,13,0,0,0,1
The Cradle of the Azer,5.0,1,2.5,4,1,1,0,0
Delivered Unto Evil,-1.0,0,0.0,17,1,0,0,0
99 Cent Adventures - Villainous Villain - The Black Pharaoh,-1.0,0,0.99,5,0,0,0,0
Dragon #391 (4e),-1.0,0,4.99,-1,0,0,0,0
The Hall of Living Stone,5.0,1,1.0,5,0,1,0,0
Knights of the Round Tabletop,5.0,1,0.0,6,0,1,1,1
Escape of Zareet the Cruel,-1.0,0,0.0,16,0,1,0,0
Rising Tides,-1.0,0,4.99,20,1,0,0,0
No Dinner Tonight,-1.0,0,2.0,17,1,1,0,0
Nat20 - Pyres Night,-1.0,0,0.0,14,0,0,0,0
There is a portal in the Attic,-1.0,0,5.0,16,0,1,0,0
The Golden Bones of Lightwatch Tower Fantasy Grounds Conversion,-1.0,0,0.5,-1,0,0,0,0
Holy Mandate: Depths,-1.0,0,0.99,30,0,1,0,0
Damage Protector Class,4.5,2,0.0,4,0,0,0,0
Dungeon #186 (4e),-1.0,0,4.99,-1,0,0,0,0
Visual Guide to Barbarians - Path of the Wild Soul,-1.0,0,1.0,7,0,0,0,0
The Doom Portals Bundle B,-1.0,0,3.99,168,1,1,1,0
The Second Black Tower of Zed,-1.0,0,1.49,13,0,1,0,0
J.W. Talcum and the Blight Factory,4.6,9,0.0,15,1,0,0,0
Tears of Stone,-1.0,0,0.0,24,0,0,0,0
Dungeon #181 (4e),-1.0,0,4.99,-1,0,0,0,0
The Shrine to Old Gods,5.0,3,1.0,11,1,1,0,0
Tomb of the Forgotten,-1.0,0,2.99,12,1,0,0,0
The Mother's Flight,-1.0,0,4.95,29,0,0,0,0
Heirs of Plague,-1.0,0,0.0,48,0,1,0,0
The Tree Prince,-1.0,0,1.29,4,0,0,0,0
Cult of Abyssal Summoning,-1.0,0,5.0,15,1,0,0,0
Dungeon #168 (4e),-1.0,0,4.99,-1,0,1,0,0
The Earl of Anders Point,5.0,1,1.49,13,1,0,0,0
Five Map Collection,-1.0,0,1.0,7,0,0,0,0
The Spellgorgers,-1.0,0,1.13,-1,0,1,1,0
"Mayzos, Lord of Storms",-1.0,0,0.0,2,1,0,0,0
Home Made monster pack (1),5.0,1,0.0,19,0,0,0,0
The Cages in Our Minds,-1.0,0,4.99,31,0,1,0,0
Taint : Outbreak of Aranar,4.7,6,0.0,19,0,1,0,0
"Gaardendrian Arkul's Book of Ensorcelments, Vol I",-1.0,0,0.99,-1,1,1,1,0
Someone's Poisoned the Watering Hole,-1.0,0,7.99,49,1,0,0,0
The Initiation,-1.0,0,3.99,23,1,0,0,0
Ire of the Denmother,3.0,1,0.0,8,1,0,0,0
Stand By Me 5e Edition,-1.0,0,0.99,10,0,0,0,0
Fields of Ashur,-1.0,0,0.0,20,0,0,0,0
Adventurers guide to Drake Peak,-1.0,0,0.0,32,0,0,0,0
The Elven Sewers of Ventraan,3.5,2,0.0,24,1,0,0,0
Troll Toll Trail,2.3,4,0.0,3,0,1,0,0
The Ovens Sea Caves,-1.0,0,0.0,12,1,0,0,0
Goblin Shuffle,-1.0,0,0.0,5,0,0,0,0
The Siege of Sandervon,-1.0,0,2.0,7,0,0,0,0
Crimson Harvest,-1.0,0,2.99,58,0,1,0,0
Sombra sobre Rocas Púrpuras,-1.0,0,0.0,29,0,0,0,0
The Lair of the Horseman,-1.0,0,6.99,6,0,0,0,0
Crypt,4.7,3,0.0,4,1,1,0,0
Bass and Trouble,4.0,1,0.0,3,1,0,0,0
Goblins of Grelov's Grove,5.0,2,0.0,3,1,0,0,0
Dungeon #217 (4e),-1.0,0,2.99,-1,0,0,0,0
The Cult of Alunir,5.0,1,0.0,20,1,0,0,0
Dancing in the Moonlight,-1.0,0,0.0,12,0,0,0,0
Enigma Paradox Monthly Map Pack: Continent of Veik (Colour),-1.0,0,0.0,14,0,0,0,0
The Secret of Mossfort Village,-1.0,0,2.0,-1,0,0,0,0
Sea Of Shadows,-1.0,0,0.68,60,0,0,0,0
Dungeon #214 (4e),1.0,1,4.99,-1,0,0,0,0
Fantasy from Mexico: Backgrounds,3.0,3,0.0,5,0,0,0,0
The Lizardfolks Dilemma,-1.0,0,1.95,9,1,0,0,0
Trinkets Campaign 01 - The Manor Home,-1.0,0,1.99,26,1,0,0,0
Dungeon #211 (4e),-1.0,0,4.99,-1,0,0,0,0
New Blood,-1.0,0,0.0,10,1,0,0,0
Bowl of Sin: Charity,-1.0,0,0.0,9,0,1,1,0
Adventure-Hunt for the Gobbler,4.0,1,0.0,3,0,1,0,0
Sandra's Simple Sheet (Fillable),5.0,1,0.0,1,0,0,0,0
Mysteries of Apeuthus,-1.0,0,3.0,46,0,0,0,0
Kelauna Setting Preview: Auto-Writer,5.0,1,0.0,2,0,0,0,0
Climb to Storm-Crown Tower,-1.0,0,2.5,26,1,0,0,0
Dungeon #160 (4e),-1.0,0,4.99,-1,1,1,0,0
Dragonlance - Book of Lairs (2e),2.5,2,4.95,-1,0,0,0,0
Story Awards Labels - Season 2,-1.0,0,0.0,-1,0,0,0,0
Story Awards Labels - Season 3,-1.0,0,0.0,-1,0,0,0,0
Rumble In The Mines,-1.0,0,2.5,11,1,0,0,0
Adventure Bundle,-1.0,0,24.99,41,1,1,0,0
Adventurers - Dead Ends (A Caves of Chaos Prequel),-1.0,0,4.99,20,1,0,0,0
"Gloves of the Alchemist, tier 1 and 2",-1.0,0,0.0,2,1,1,1,0
The Giant Tortoise,5.0,1,0.0,1,0,0,0,0
Goblins - This Bites (A Caves of Chaos Prequel),-1.0,0,4.99,24,1,0,0,0
Giant Reavers,-1.0,0,0.0,8,0,1,0,0
The Tomb of Bartimas,5.0,1,0.0,11,0,0,0,0
Os Koross - The City of Immortals,5.0,1,0.0,2,0,1,0,0
Archwizard's Poker,-1.0,0,0.0,2,0,0,0,0
Cruce de Río,-1.0,0,2.95,-1,1,1,0,0
If only we could weave the bands connecting us,4.5,2,0.0,13,1,0,0,0
Memories: A  Theatrical Adventure,-1.0,0,4.0,9,0,1,0,0
The Blood Moon Trouble at the Swamp,3.0,4,0.0,9,1,1,0,0
What's In The Box?,4.0,2,0.0,5,1,0,0,0
Wizard of Wyvern Mountain,-1.0,0,0.0,12,0,0,0,0
A Night at the Lost Lamb Inn,-1.0,0,0.0,-1,0,0,0,0
The last day of Custody,-1.0,0,5.0,16,1,0,0,0
Legacy of the Sword Heralds,5.0,1,0.0,36,1,0,0,0
Tauralyne,-1.0,0,1.49,19,0,0,0,0
Holy Mandate: Homecoming,-1.0,0,0.99,34,0,1,0,0
Dungeon #180 (4e),-1.0,0,4.99,-1,0,1,0,0
The Blood Moon The Witch of the Swamp,5.0,1,0.0,4,1,1,0,0
The Legacy of Zandrax Part I,-1.0,0,0.0,49,1,0,0,0
Silver March Sentinel's Campaign Part 1,4.7,7,0.0,10,1,0,0,0
Halaster O Mago Louco da Montanha Subterrânea,-1.0,0,5.0,-1,0,0,0,0
Hunt for the Apostate,-1.0,0,3.5,17,1,0,0,0
Undying Flame (Lvl 1-2),-1.0,0,2.99,44,0,0,0,0
Bitter Pass,-1.0,0,2.99,15,1,1,0,0
Hell's Bells - Excavation,-1.0,0,0.0,9,0,0,0,0
The Haunt - La Hantise [Français] (Fantasy Grounds),-1.0,0,8.95,-1,1,0,0,0
A Abadia Negra,4.0,1,5.0,5,0,0,0,0
Scourge of the Forsaken Badlands: A Love Story,-1.0,0,2.99,12,0,1,0,0
Fire at the Lithos Orchard,5.0,1,0.99,5,0,0,0,0
The Blood Moon and What lays beneath,5.0,1,0.0,16,0,1,1,0
Investigations: the Case of Jeffersons Farm,-1.0,0,0.0,16,0,0,0,0
Oubliette Standoff,-1.0,0,0.0,26,0,0,0,0
Dungeon #158 (4e),-1.0,0,4.99,-1,1,1,0,0
Hatching a Plot,-1.0,0,3.95,9,1,0,0,0
Enigma Paradox Monthly Map Pack: Continent of Veik (FULL BUNDLE),-1.0,0,0.0,42,0,0,0,0
Night of the Ikiryo,-1.0,0,2.0,15,0,0,0,0
The Dragon Staff,-1.0,0,0.0,33,1,0,0,0
Day of the Witch,-1.0,0,2.95,45,1,0,0,0
"Advent of Destruction, Legacy of the Song Blades Part I",-1.0,0,0.0,33,1,0,0,0
Poultice for a solstice,4.0,1,0.0,18,0,0,0,0
Story Awards Labels - Season 4,-1.0,0,0.0,-1,0,0,0,0
Drink Up: An Encounter Cheat Sheet,4.5,2,0.0,-1,0,0,0,0
The Grayflags: A Tarnished Oath,-1.0,0,0.0,5,1,0,0,0
The Undertaker's Garden of Destruction,-1.0,0,0.0,7,1,0,0,0
The Bloated Dead,-1.0,0,0.0,1,0,0,0,0
Tusker Valley: Ogre Cabin (M3),-1.0,0,0.0,3,0,1,0,0
Dungeon #179 (4e),-1.0,0,4.99,-1,0,1,0,0
Ritual of Vintermas,-1.0,0,0.0,9,0,1,0,0
The Sepulchre of Alem,-1.0,0,2.5,17,0,0,0,0
From a Brew to a Kill,-1.0,0,1.95,10,0,0,0,0
The Treasure at Dunston Keep,-1.0,0,1.95,13,0,0,0,0
Dungeon #218 (4e),5.0,1,4.99,-1,1,0,0,0
Trouble in the Mines,-1.0,0,1.99,15,1,0,0,0
The Blood Moon The House on the Hill,5.0,1,0.0,11,1,1,0,0
The Thirsty Tankard,5.0,1,0.0,12,1,1,0,0
Hijinks in Hihearth,4.0,2,0.0,22,0,0,0,0
Highbury Manor - Battlemap,-1.0,0,0.0,7,0,0,0,0
Delve Into Darkness - Maps Only,-1.0,0,0.0,6,0,0,0,0
Defile of the Spider God,3.3,4,0.0,25,1,0,0,0
For the Sake of Shaleigh,2.0,1,0.0,-1,1,0,0,0
NPC and or Villain: Gary Byron,5.0,1,0.0,5,0,1,0,0
The Cladwell Conundrum and Chaos That Ensued,5.0,2,0.0,24,0,0,0,0
A Snake In My Boot,-1.0,0,0.0,16,0,1,0,0
The Crypt of Ro,-1.0,0,0.0,18,1,1,0,0
Possessed by Disease,-1.0,0,1.99,23,1,0,0,0
Daily Adventure Map 003,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 002,5.0,1,0.0,-1,0,0,0,0
Tricksters,4.0,1,0.0,34,0,1,0,0
Heroes of Grandalton 4: Crystal City,5.0,1,0.0,6,1,0,0,0
Heroes of Grandalton 5: The Sisters Three,5.0,1,0.0,6,1,0,0,0
Maleficarum Chapter 1 - The Chapel,-1.0,0,3.5,16,1,0,0,0
Maleficarum Chapter 2 - The Catacombs,-1.0,0,3.5,9,0,0,0,0
The Deadly Domicile of Daroldt Darkfire,-1.0,0,1.95,7,1,0,0,0
Under the Barrow,-1.0,0,0.0,45,1,0,0,0
The Passage of Fomoria,-1.0,0,0.99,7,0,1,0,0
Leafwater Tea,-1.0,0,0.0,6,1,0,0,0
The Accursed Tower - Conversion Notes to 5th Edition,4.5,6,0.0,9,0,0,0,0
Dungeon #190 (4e),-1.0,0,4.99,-1,0,0,0,0
Murder In The Light,4.0,1,0.0,9,0,0,0,0
Visual Guide to Barbarians - Path of the Totem Warrior - All 5,-1.0,0,4.0,35,0,0,0,0
Visual Guide to Barbarians - Path of the Totem Warrior - Eagle,-1.0,0,1.0,7,0,0,0,0
Visual Guide to Barbarians - Path of the Zealot,-1.0,0,1.0,7,0,0,0,0
The Lair of Na'Pahi,2.0,1,0.0,20,0,0,0,0
A Wolf Among the Trees,5.0,1,0.0,9,1,0,0,0
Warlock Patron (The Craftsman),5.0,1,0.0,2,0,0,0,0
The Blood Moon and The Culling of Wolves,5.0,1,0.0,24,0,1,0,0
Grakos,5.0,1,0.89,7,0,0,1,1
The Viral Wizard,-1.0,0,0.0,13,0,0,0,0
"Fillable map of Wittebak, Tal'dorei",4.0,1,0.0,3,1,1,1,0
Encounter: Crystal Blood Ooze,3.0,1,0.0,3,1,0,0,0
Sigil Master,3.7,3,0.0,16,0,0,0,0
Dungeon #216 (4e),1.0,1,2.99,-1,0,1,1,0
Clichea Campaign,-1.0,0,0.0,409,1,1,1,1
Elandria - Age of Monsters,3.0,1,0.0,25,0,0,0,0
The Cavalier's Entreaty,-1.0,0,4.95,19,0,0,0,0
You Don't Know Jackal,2.0,1,0.0,9,1,0,0,0
Almagore Mutation,-1.0,0,1.5,1,0,1,1,0
Offbeat Encounters: The Well of Suka Damu,4.5,4,0.0,10,0,0,0,0
The Flickering Spark,-1.0,0,0.0,47,0,1,0,0
Daily Adventure Map 042,5.0,1,0.0,-1,0,0,0,0
Adventure Bundle,-1.0,0,24.99,28,1,1,1,0
The Prophecy of Oakroot,3.0,1,0.0,19,0,0,0,0
The Blood Moon The Clockwork Man,5.0,1,0.0,8,1,1,0,0
The Third Seagull War (A Wild Geese Story),-1.0,0,2.95,18,0,0,0,0
The Beasts of Fabrith Vale,-1.0,0,7.0,45,0,0,0,0
The Curse of Blackwood Manor,-1.0,0,0.0,19,0,0,0,0
The Pretender of Grayborne - C1: The Lost Relics,-1.0,0,0.0,11,1,0,0,0
Nitram Ekard's Guide to Undead Horrors,-1.0,0,0.0,8,0,0,0,0
Tadalf's Challenge Room,-1.0,0,0.0,6,0,0,0,0
The Game is Real,-1.0,0,0.0,30,0,0,0,0
How to Feed Your Foes to Fiends,-1.0,0,2.99,108,0,0,0,0
The Jaegernacht's Chant,-1.0,0,0.0,-1,0,0,0,0
Daily Adventure Map 007,5.0,2,0.0,-1,0,0,0,0
The Last Papyrates,3.5,2,0.0,15,0,1,0,0
Dungeon #188 (4e),1.0,1,4.99,-1,0,1,1,0
Dead Reckoning,4.0,1,0.0,27,0,0,0,0
Cascade City Primer,-1.0,0,0.0,4,0,0,0,0
Background: Discordant Drifter (5e),3.0,1,0.0,2,0,0,0,0
Merhoth's Madness,4.0,2,0.0,11,0,1,0,0
A Mesa do Caçador,-1.0,0,0.0,54,0,0,0,0
Childhood Origins,4.0,2,0.0,3,0,0,0,0
TGA-ARENA-02 Midwinter Edition,-1.0,0,4.99,41,1,1,1,0
Tectonic Trouble,-1.0,0,0.0,7,1,0,0,0
So You Want To Become A Warlock?,4.0,1,0.0,17,0,1,0,0
Songbirds - Issue #1,-1.0,0,4.99,52,0,0,0,0
The City & State of Mirrspire,-1.0,0,6.99,98,1,1,0,0
Introdução a criação de magias,-1.0,0,0.0,3,0,0,0,0
El templo de las mil puertas,-1.0,0,0.0,15,0,0,0,0
The Lost Monastery of Thalius Dorn,-1.0,0,0.0,24,1,0,0,0
The Chamber of Sorrow,-1.0,0,0.0,6,1,1,0,0
Ante Animabulus,-1.0,0,0.0,30,1,0,0,0
Nebularian's Journal of champions,-1.0,0,1.5,10,0,0,0,0
"Let's Play ""Stuff-Stuff""",-1.0,0,0.0,9,0,1,0,0
"Meatgrinder Competiton Rules + ""The Great Hunt"" module",-1.0,0,0.0,4,0,1,0,0
Giant Venomous Puppy and the No-Good Very-Bad Day,-1.0,0,0.0,9,1,0,0,0
Uqabai Part 1: Raisenstahd,-1.0,0,0.0,26,0,0,0,0
Elemental Beach Encounter,4.0,1,0.0,1,0,0,0,0
Tomb Tiles,5.0,3,0.0,11,0,0,0,0
Guarding Gehirne,-1.0,0,2.99,14,0,0,0,0
The Gram Bandits,-1.0,0,4.99,-1,0,0,0,0
Order in Chaos Premium Edition,-1.0,0,4.99,45,0,0,0,0
Tusker Valley: Sword Shrine (M4),3.0,1,0.0,2,0,0,0,0
Arogan the Arcane - part 2,-1.0,0,0.0,-1,0,0,0,0
The Shadow of the Golden Glyph,4.0,2,0.0,24,1,0,0,0
Trouble in Skrimmel,-1.0,0,0.0,3,1,0,0,0
O'Sheehan's Eleven,-1.0,0,1.95,10,0,0,0,0
Daily Adventure Map 032,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 028,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 019,5.0,2,0.0,-1,0,0,0,0
Daily Adventure Map 018,5.0,2,0.0,-1,0,0,0,0
Daily Adventure Map 010,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 008,5.0,2,0.0,-1,0,0,0,0
Daily Adventure Map 006,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 004,5.0,1,0.0,-1,0,0,0,0
The vault of il düm,1.0,2,0.0,3,0,1,0,0
Life in Pyrview,-1.0,0,0.0,50,0,0,0,0
An Easy Task,3.4,5,0.0,5,0,1,0,0
Roads to Ruin,-1.0,0,0.0,20,1,1,0,0
The Sanguine Tide - Lilorn- Part 2a (5E),-1.0,0,1.0,22,1,1,0,0
Trevalyn's Plot,-1.0,0,0.0,16,0,0,0,0
Character Sheet,-1.0,0,0.0,4,0,0,0,0
Baton of Percusion,-1.0,0,0.0,1,1,0,0,0
Shrapnel Hammer,-1.0,0,0.0,1,1,1,0,0
The Blood Moon,4.0,2,0.0,17,1,0,0,0
The Dehheseih Threshold,3.0,1,0.0,30,0,1,0,0
R4-Doc's Island (1e),5.0,1,4.95,-1,0,0,0,0
The Pit of Sorrow,5.0,1,0.0,21,0,0,0,0
Enigma Paradox Monthly Map Pack: Continent of Antares (Gray printer friendly),-1.0,0,0.0,15,0,0,0,0
Enigma Paradox Monthly Map Pack: Continent of Veik (Scenario Booklet),3.0,1,0.0,14,0,0,0,0
The Enemy That I Despise,-1.0,0,0.99,38,0,1,0,0
Upon the Crags: An Encounter Cheat Sheet,5.0,1,0.0,2,0,0,0,0
Blinktredt - Dwarf Blacksmith D&D 5e,-1.0,0,1.5,4,0,0,0,0
The Axiom War Round Two: The Hand of Chaos,-1.0,0,2.99,16,1,0,0,0
So You Want To Become A Warlock?,-1.0,0,0.0,17,0,1,0,0
Natures King,5.0,1,0.0,2,0,0,0,0
Daily Adventure Map 040,-1.0,0,0.0,-1,0,0,0,0
Daily Adventure Map 039,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 027a,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 029,5.0,1,0.0,-1,0,0,0,0
D&D Dissertation,3.3,3,0.0,42,0,0,0,0
Daily Adventure Map 025,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 020,5.0,2,0.0,-1,0,0,0,0
Daily Adventure Map 021,5.0,2,0.0,-1,0,0,0,0
Daily Adventure Map 016,5.0,2,0.0,-1,0,0,0,0
